index,mid,display_name
0,/m/custom_0,Bear
1,/m/custom_1,Elephant
2,/m/custom_2,Frog
3,/m/custom_3,Lion
4,/m/custom_4,background
5,/m/custom_5,drone_bebop
6,/m/custom_6,drone_binary
